ma_san_pham,so_sao,ma_khach_hang
422202025,5,2085
422205163,5,2424
422206537,5,1022
100230056,5,34
204900056,3,1310
422205163,5,2387
422206648,5,313
249500019,3,244
422208977,5,403
422203145,5,1351
308500018,5,2423
422211276,2,2442
100220009,5,3650
422211878,3,1326
422204777,5,1741
205100136,5,286
308500004,5,1263
200400003,5,722
422206101,4,46
204100054,5,2488
200400003,5,712
422208807,5,290
422208181,5,1632
249500001,5,1811
422206648,5,151
422216594,5,751
422211446,5,218
100220037,4,3668
204100019,5,2557
422204259,5,267
100230064,4,641
422205162,5,2322
422211447,5,176
223600026,2,2835
422203146,5,2199
100230059,4,818
204100054,5,1018
422217292,5,1175
308500004,5,2169
422215804,5,1198
225200015,5,3602
206400019,5,1504
365000013,4,545
365000019,5,162
422211240,4,1130
253900003,5,1320
205100137,2,112
248700075,5,2719
308500037,5,1033
249500028,5,176
422210980,5,1475
422205805,5,3682
224100009,5,1881
422200236,5,695
422206648,5,185
245500002,5,2246
422205163,5,2316
100220037,5,348
308500037,5,2390
422216416,4,491
308500015,5,2193
422218101,5,2932
200400003,4,657
201600074,5,3359
308500037,5,443
365000016,5,812
365000011,5,271
249500019,5,2024
422206537,5,2554
422211489,5,2463
422211447,5,296
200400004,5,669
422209322,5,1156
249500019,5,2065
204100003,5,1131
208000001,5,4162
100190059,5,1467
422216594,5,665
422208973,5,406
422208807,3,202
100230064,5,696
422206798,5,1157
422209635,3,2768
422202253,5,494
422209717,5,2930
422214672,5,529
422203671,5,3407
422221764,5,1635
204900128,5,1474
422206537,5,693
422211501,5,1296
345800009,5,4235
100230064,5,662
100230056,5,696
365000013,5,266
318900005,3,3751
422203302,5,220
204900025,5,1808
204100019,5,2358
204900013,5,17
205100146,5,186
422211489,5,3135
422206102,5,760
422208807,4,135
100190059,5,1434
293500043,5,1416
365000012,5,162
204900013,5,472
422205346,5,16
422210954,5,2187
422214149,5,2251
211300007,4,1314
422203146,5,2179
422203979,5,516
308500037,5,2320
200400004,5,750
201600074,4,308
422208972,5,418
308500037,5,696
249500021,5,2207
422214146,5,157
422207810,5,3787
365000011,5,894
249500028,5,2191
100230056,5,745
308500018,5,689
422214148,5,2221
308500015,5,2359
100220010,5,3667
422218099,5,2935
204100054,5,670
248700001,5,2749
249500021,5,2204
422203671,5,470
422203146,5,1385
422216098,5,2181
223600010,5,3337
422216594,5,667
422216416,4,518
422209720,5,2924
422207795,5,2928
206400019,5,1521
204900145,5,218
422200306,5,178
422211195,5,1418
308500004,5,706
100250032,5,3563
422215804,5,1207
422215804,3,508
422211997,2,772
358300003,5,2266
422217029,3,792
223600034,5,220
201600072,4,608
308500015,5,2321
245500010,5,2254
422209444,4,3212
204100054,5,2497
422203807,4,325
422209671,5,54
100150067,5,1708
308500009,5,1021
100190059,2,1117
245500001,5,1430
205100146,5,271
422220606,5,62
253900005,3,2493
245500002,5,2265
204900010,5,1840
422206648,4,295
201600166,5,1956
422212100,5,144
422211878,4,792
422205163,5,2323
422211240,5,1137
365000014,5,2793
422208807,4,306
422209420,5,2996
206200037,5,3118
308500013,3,3556
205100137,5,214
201600072,4,3501
422205164,5,710
422203809,4,2678
422208807,5,355
422218746,5,969
205100136,5,265
206400011,5,2243
422217292,5,1182
100230064,5,690
100230059,2,1942
365000018,5,266
205100146,5,160
245500009,5,1377
422219308,5,1109
422208973,5,419
422216594,4,657
100240016,4,1733
308500018,5,2402
204900024,5,1286
422205160,5,2344
422205181,5,3816
418800002,5,2777
249500027,5,1351
204900056,3,1402
422211549,5,1110
422207562,5,1118
422211276,5,232
365000018,4,4037
422204259,5,142
422211447,5,163
422216594,5,655
205100146,5,208
422211447,5,228
422210956,5,2187
100230056,5,717
422211446,5,302
345800007,5,4233
422206043,5,3647
204900010,5,1831
308500009,5,2424
365000017,5,271
100220037,5,3656
422205160,5,2357
422209795,5,3396
318900011,5,16
422216594,4,726
422205164,5,692
422202253,5,2332
422218132,5,1075
422207812,5,1589
422217029,5,748
308500018,5,2320
422217992,5,1157
318900012,4,49
100230059,5,663
422204259,4,132
422209634,5,2938
100190059,5,1475
422209663,5,231
422212333,5,1157
422204259,5,145
223600026,4,2463
422208972,5,387
422204904,5,162
422217292,1,1975
422211447,3,362
204100018,5,2541
422211878,4,56
211300007,5,644
422200306,1,1369
422209052,5,491
422207866,5,1141
422208807,5,166
308500015,5,2463
422217029,5,1406
422209634,5,3277
422200305,4,1386
205100137,5,330
371600006,5,1579
422204657,5,1120
399200001,3,472
422209046,5,1808
422202579,5,952
100190059,5,1490
200900037,5,1139
422210400,5,845
365000017,4,2336
245500001,5,2263
245500009,5,140
422207812,5,123
422205160,5,683
422206648,4,229
422204910,5,270
204100019,5,708
204100003,5,1784
211300007,3,3676
205100146,4,121
100190059,5,1479
422208977,5,400
245500010,5,1324
422205162,4,2448
205100136,5,146
422207865,5,1144
308500015,5,1085
100230059,5,638
204100054,5,2380
422211446,5,164
422206042,5,3667
100230064,5,679
422209706,2,3100
422207323,5,3312
422205164,5,2363
204900013,3,452
201600072,5,3460
100230057,5,269
100240016,5,782
224100019,5,1977
204900128,5,1448
422207562,5,1109
422207151,5,2930
422209322,5,1146
205100136,5,34
422207413,5,2028
100220010,4,1733
422206537,5,2535
345800015,4,105
422203146,5,2184
365000018,5,4041
422205162,5,2427
237800005,5,1287
422216449,5,2575
205100137,5,312
249500027,3,130
100210016,5,561
422205164,5,707
318900012,5,88
100220037,5,3667
422214321,5,831
308500018,5,2324
365000017,3,3217
200400003,5,696
422205160,5,1085
204100019,5,2334
308500013,1,2535
422209262,5,1094
422217292,4,569
422211878,5,1299
422203146,4,2187
422205163,5,2398
422204910,5,1051
100220009,5,1075
422204259,4,262
422200236,5,1023
422211447,5,304
308500037,5,2346
422212100,5,577
249500027,5,2017
422217292,5,184
253900003,3,319
308500015,5,2121
422208181,5,1596
422218358,5,821
422203976,1,2713
308500013,5,1035
422205164,5,2371
207300009,5,3654
100230064,5,714
100240016,5,1793
223600026,5,3122
422208807,5,146
207500001,5,2587
422209663,5,1381
422204259,5,277
204900004,5,1487
206400019,5,1508
308500009,1,723
422211447,5,238
422202253,5,780
249500007,4,1081
200400003,5,789
422204259,5,158
200400003,5,758
251900019,5,3648
422209635,5,3277
223600009,5,3339
422203300,5,2637
422208807,5,150
249500028,4,1885
205100146,5,284
245500002,5,1402
100220009,4,2171
100240016,5,1783
422205811,5,4202
308500018,5,2193
422203146,5,2190
308500015,5,697
422211548,5,1520
308500037,5,679
100230057,5,691
422211446,5,346
422209322,4,1150
422216416,5,490
200400003,1,2217
200400004,5,801
422206035,5,1511
422204259,5,269
422203145,3,2041
422214321,3,850
422205346,5,3600
422205163,5,1022
205100146,5,154
249500027,5,2013
422205164,0,2289
224100004,5,1074
100230059,5,696
205100136,5,245
100240016,5,1717
422209703,5,2925
204900128,5,274
308500004,5,2355
204900056,5,1175
422205160,5,2372
308500037,5,685
422217292,2,1032
422204906,5,1068
211300007,5,1556
207300009,5,1727
422206648,5,265
293500043,5,1410
422205163,5,2452
204900128,5,308
422205164,5,2370
308500037,5,2416
422208972,5,385
249500027,5,2031
308500037,5,2371
253900003,5,1336
422205163,5,2367
205100136,5,338
207500001,5,2601
422217992,5,396
249500027,5,2023
422215804,5,1200
200400003,5,668
256700002,5,2978
223600026,5,3132
422207414,5,1829
422211447,5,266
100230056,5,670
422211446,5,195
211300007,3,1561
318900012,5,60
422202253,5,2310
205100146,5,161
422209048,4,1885
100190059,2,3777
422208976,5,384
422207413,5,2032
422204259,5,126
422209717,5,2925
422202025,5,313
422204259,5,272
331300023,5,187
224100007,2,2189
422211446,5,249
200400004,5,643
200400004,5,648
422203776,5,2694
422205673,4,975
204100019,5,1294
422203979,5,2156
422204910,5,1088
207500007,5,2589
100220010,4,3300
249500013,5,1195
422208807,4,135
308500015,5,1029
200400004,4,639
249500007,5,182
100230056,5,702
100190059,5,477
204100019,5,704
365000012,4,4034
225200015,3,1862
205100136,5,162
223600040,4,437
422205163,5,2308
422211447,2,734
422205805,5,4202
207300009,4,2171
331300023,5,2571
223600009,5,3323
422200632,5,165
224100009,2,1191
365000020,5,4038
422211447,4,155
243300007,1,2664
100190059,5,148
422207148,5,1641
204900009,5,1277
100240016,5,1725
422206035,5,1520
205100136,3,1681
318900005,5,357
318900011,5,96
422205163,5,692
422211447,5,311
422206101,3,2768
205100137,5,351
100230057,5,802
100230069,5,622
205100136,5,328
223600009,5,3341
201600141,4,3698
100190183,5,4013
422208807,5,223
422222535,5,1068
422205160,4,2433
365000018,5,162
249500019,4,1430
422211446,5,121
308500015,5,2376
422218631,5,1156
422203809,3,232
422217292,4,224
422205164,4,2311
100230059,3,753
293500050,5,2702
422216990,5,833
223600034,1,2096
422211276,5,2716
422212331,5,1157
253900010,3,618
205100136,5,121
422208807,5,312
253900003,5,1339
223600034,4,3335
318900005,5,1680
422206537,5,2500
422203809,4,2689
418800002,5,2773
308500015,5,692
422212100,5,613
204100054,5,682
422206035,5,1503
422208807,5,303
308500037,5,2336
200400004,4,404
422211183,5,270
204100003,5,2223
422211447,4,260
204100023,5,148
205100136,4,222
200500095,4,2946
422207414,5,2075
249500028,5,2215
100240016,5,1729
422203809,5,2255
100230026,4,4284
422211447,5,125
308500018,5,2385
308500015,5,1035
308500013,5,2386
422211446,5,346
204900009,5,1286
100220037,5,3674
205100136,5,302
293500043,5,1197
100230057,5,741
318900019,4,1701
422204027,5,852
249500021,5,2179
204100019,5,2395
422205181,5,3813
422207423,4,1147
422207151,5,2929
308500037,5,2378
422218100,5,1157
422211878,5,1297
223600035,5,342
422203809,5,2698
422208345,4,186
365000013,4,4037
204100019,5,2502
204100003,5,1189
204900004,5,477
422211447,5,120
249500019,5,2050
422208973,3,772
200400004,5,680
205100136,4,221
422214044,2,2995
422216990,5,168
100230059,4,820
422205162,3,2417
422216594,5,709
211300008,5,3213
308500013,5,2346
422204259,4,251
308500004,5,2322
422208181,5,1465
422206648,5,370
206400019,5,1505
327500002,5,189
249500007,5,1222
422212333,5,1243
249500019,5,1994
100750038,5,3137
100220035,5,1738
422209704,5,2926
422206248,5,1969
223600010,4,325
422211446,5,131
100240016,5,780
422218283,3,1408
248700002,5,2716
308500037,5,2323
204900159,5,1456
100230057,5,771
422208910,5,1142
249500019,1,2042
422206648,5,296
422203807,5,2181
422220081,5,3207
422220469,5,1396
308500013,5,2436
249500013,5,1161
200400004,5,24
204900056,5,1444
422222535,5,1234
422208807,5,152
422204259,5,216
422208807,4,222
100190059,3,1402
422203449,5,2793
422211447,5,355
422202253,5,2329
331300017,5,3975
422211878,5,1340
422211276,4,1109
422209048,5,3811
422205160,5,2085
100150058,5,2285
422210784,5,1450
422205162,5,2434
422201092,5,4205
422204231,5,504
204900056,5,1450
205100137,5,255
318900009,5,1206
422211997,5,2478
308500004,5,2289
422218633,5,23
308500013,5,2404
345800003,5,3179
412800003,5,270
422200305,5,1399
204900128,5,1468
207300009,5,2944
308500009,5,2396
422215804,5,1214
422206537,5,2366
249500027,4,2074
422204904,3,3834
205100146,4,295
100230057,5,699
318900002,5,2852
256700011,5,2452
422207795,5,1157
100210020,4,3463
206400019,4,1512
422209444,5,4220
422208974,5,377
204100054,5,1022
100160021,5,3929
100220010,5,1109
422208974,5,413
422208975,5,411
422216594,5,791
223600026,3,2268
318900005,5,1686
358300003,5,1631
422220606,5,1069
308500015,5,2373
422214148,5,2574
422219399,5,747
205100136,3,362
377400002,5,3429
422203300,5,2650
422208973,5,382
204100019,4,2514
253900004,5,1322
100190059,5,1017
223600035,5,121
422203145,5,2034
100220035,5,782
206400011,5,2241
422205163,5,2437
422206648,3,1838
100230057,5,743
100230056,5,756
422208974,5,372
422206035,5,1517
223600009,5,3330
422208807,3,362
422216594,5,693
422204259,5,125
204900159,5,1470
422207794,5,1157
100230057,5,644
422206537,1,2622
308500037,5,2221
422211489,5,3125
205100146,5,142
422201725,5,2183
318900005,5,1694
308500009,5,2336
205100136,5,239
205100146,5,153
243300007,5,1549
293500006,4,1409
355500010,5,2165
422211447,5,275
422220469,4,1378
422213308,3,170
204100054,5,2553
249500027,5,1974
253900004,5,1342
422205160,5,2462
249500013,5,182
422208973,5,373
422214149,5,3212
422205163,4,2444
422205164,5,2437
422204259,5,176
205100146,5,150
422206149,4,1239
249500021,5,2198
308500013,5,702
205100137,5,324
365000018,4,2336
100220035,5,1793
422205160,5,2359
422210980,5,1459
422211447,4,192
422205162,5,684
422211446,4,260
308500009,5,117
422218099,5,1191
422203510,5,3145
249500019,5,1979
343100029,5,1666
422210980,5,1477
308500013,5,443
204900013,5,550
204100078,5,232
422208807,5,284
422211183,5,1065
201600074,5,3360
100230056,5,643
422205164,4,792
365000016,5,3232
245500002,5,2255
422206648,5,300
422201374,4,973
422206102,5,1517
205100146,5,329
422204904,3,1085
204100018,5,50
200900037,5,1152
200400003,5,702
422214146,2,49
422218098,3,2934
248700035,5,2715
422206421,5,4051
422211447,5,232
422206648,5,337
422203145,3,130
422205160,5,2435
422206648,5,119
422222535,5,1240
204100019,5,2530
100220035,4,1786
422217292,5,1191
422212333,5,1067
371600006,4,262
293500006,5,1423
422207413,5,2038
422211447,5,194
308500013,5,2350
308500018,5,2318
422220469,1,1390
245500010,5,121
422204906,4,1082
343700002,5,632
100230064,5,678
422205160,5,2326
308500037,5,1021
308500018,5,2374
245500001,5,106
422204947,5,3816
308500004,5,2351
100230056,5,567
100230064,5,798
358700005,5,3580
204100003,5,2913
422209635,5,3050
422205162,5,2446
205100137,5,164
100190059,3,1460
243300007,3,2680
205100137,5,363
308500018,5,2404
327500002,5,1619
422206537,5,2371
204900128,3,1480
245500010,5,2251
422205808,5,3582
200400003,5,690
204900056,5,1441
422206149,5,3814
422204906,3,1057
422203302,5,186
204100054,5,706
422203809,5,2684
100230056,5,669
100230064,5,733
422202151,4,805
422212333,5,1240
249500019,5,1995
422211195,3,792
248700075,2,4233
422204259,5,291
308500013,5,1024
422200306,5,1387
205100136,5,292
422203506,2,2613
205100137,5,326
308500013,5,2455
422202253,5,2330
422206537,2,1800
205100136,5,134
422200236,4,1001
207500001,5,2598
422218358,5,830
223600026,5,188
365000020,4,545
422205932,5,2285
100230056,5,75
205100137,5,17
422211447,3,344
422217029,5,1425
204900128,1,1464
205100146,3,212
249500021,5,2201
308500018,5,2436
200400004,5,702
205100146,5,240
200900037,5,1149
422205164,5,2419
308500015,5,1033
293500006,4,1407
253900006,5,624
422205163,5,399
100230056,5,672
422205160,5,2362
308500009,5,2405
422208973,5,402
422218746,3,1631
100230056,5,662
205100136,5,107
308500004,5,2378
422207414,5,2184
422205163,5,257
422211446,5,152
422205160,5,2358
308500018,5,704
204900128,2,1465
422220469,5,231
204100054,5,686
422205804,5,3582
422203146,5,2214
422206035,5,1508
371600006,3,3595
226200018,5,3834
422204388,5,1294
422211447,4,141
422205163,5,2447
422220606,5,1056
422200306,5,1391
422204659,5,3399
422204795,5,121
422204231,5,1596
422218905,5,3715
422211878,5,1329
422217029,5,1417
422206645,5,1078
249500028,5,2217
204100078,5,4268
204900009,5,1272
204100018,5,2550
422205164,5,1263
204100018,1,1344
422216603,5,1278
365000013,4,2336
422210980,5,1494
422215804,5,184
422205160,5,692
422203145,5,2035
308500013,5,2329
208000001,5,23
243300007,4,2675
318900005,5,1670
207300009,3,3660
249500013,3,3681
225200015,5,3601
253900004,5,1315
422205346,5,3606
422222535,5,1242
422203145,5,2077
308500018,5,1377
422205673,4,3959
422211447,5,258
422208345,5,2633
422203807,2,2672
422208807,5,322
100150059,5,2300
422216594,5,671
422211878,5,1344
200400004,5,800
308500015,5,2466
204900159,5,1477
422209704,5,2927
422203301,5,2646
422202253,5,692
422205181,5,3812
422204657,5,1103
293500043,1,3328
422208976,5,383
308500037,5,2422
422211446,4,128
422205162,5,2349
422215804,5,1192
422209663,5,242
422200236,5,689
422207826,5,1000
422217292,1,2515
422206042,5,3661
100230057,5,661
422203776,5,351
201600141,5,3702
200400003,5,706
205100146,5,248
204100019,5,2535
224100029,5,2082
422205164,5,708
422211446,4,229
245500001,5,140
224100009,5,551
200500283,5,2942
100240016,5,650
422222786,5,217
422209636,5,3277
223600034,5,1163
100220037,5,3658
422211389,5,1105
308500004,5,2445
422202253,5,686
422212871,5,792
223600010,4,107
422205164,5,688
308500004,5,2341
100230064,5,654
308500018,5,2339
100230059,4,737
308500018,5,2366
205100137,4,128
308500015,5,2363
422207826,5,1383
249500027,5,2077
100220037,5,3091
253900010,2,975
422216098,1,2297
200400003,3,804
205100136,5,307
308500015,4,1786
422203609,3,2131
207300009,1,704
308500018,5,653
308500004,5,2457
422205806,5,1377
100230056,5,774
226200018,5,3644
422203671,4,3408
308500015,5,2443
422205162,5,2309
422217292,3,1168
422207423,5,1156
422211447,5,118
422211549,5,1501
345800009,5,4239
308500013,5,780
422217029,5,234
422211276,5,2741
207300009,5,1731
249500007,5,1157
100230064,1,768
422211446,5,122
422203301,5,2640
318900011,4,86
249500027,5,1994
422210980,5,1485
308500037,5,2400
248700027,5,4295
422210954,5,2059
204900013,3,488
422206043,5,3670
422203145,5,1990
422203506,5,2684
293500006,5,748
422217292,5,425
308500004,5,2422
422217292,5,1197
100220010,4,2171
100240016,5,146
100230056,5,712
245500001,5,2257
422204259,2,360
422211640,5,1234
422207812,5,2782
100240016,5,1788
100210023,5,1266
223600034,5,3317
245500002,5,1324
422201504,5,1105
211300002,5,398
200900037,5,1151
422200236,5,1017
422211195,5,1404
249500007,4,1177
200500293,5,2951
249500019,5,1986
422211446,5,284
422205160,5,2436
422202253,5,2358
204100054,1,976
422205806,5,3682
422204906,5,1077
422204259,4,170
204900013,5,147
308500015,5,2324
249500027,5,1281
422206537,5,2495
422220606,3,1091
422206537,5,2488
253900006,5,228
201600072,3,3941
357100011,5,3150
422209703,5,2926
100230056,5,650
204100019,5,2550
205100137,5,281
422205163,5,2441
249500021,5,2210
422211240,5,1134
100210014,5,1732
308500018,4,808
422204910,5,1073
422211446,5,203
422208807,5,165
204900128,5,1496
422205160,5,693
204100018,5,2556
422203302,2,2647
207500007,5,2583
357100011,5,2171
422200236,5,678
345800001,4,1798
100220037,5,117
422208345,5,4047
422204259,5,290
422208807,4,149
422209262,5,14
422203776,5,806
422205162,5,2333
422205819,2,1326
422203300,5,519
422211446,5,336
422202253,5,682
422209663,5,1368
213300007,5,1764
422205163,5,2352
204100023,5,2541
308100023,5,1451
422204259,5,203
224100022,2,91
308500018,5,2368
422205163,5,1021
412800002,5,4027
422208972,4,417
422218905,5,3578
422211446,2,112
422205807,5,3582
200400004,5,101
422203776,5,1668
100220010,5,3661
100190059,4,1481
249500028,5,2185
308500004,5,2382
204900128,5,1489
204100054,5,2360
200400003,5,800
253900003,4,1312
422214148,5,2575
422205160,5,788
204900009,5,1290
205100136,4,229
100230056,5,688
422208807,5,232
422205162,5,2358
422211447,5,230
422211447,4,187
422210980,5,1457
204900025,3,1830
318900012,4,105
422202025,5,653
422207791,5,2930
422220469,5,1366
248700002,5,2749
422206537,5,2358
308500004,5,1025
100220037,5,2944
422207414,5,1324
422200236,5,106
207500008,5,3293
422203301,5,2637
224100001,5,4020
422211446,5,168
100230056,5,686
100230064,5,648
422204906,5,1060
422206537,5,2380
100230057,5,708
308500004,5,2364
422217029,5,1415
422205162,5,702
253900006,2,3324
308500018,5,2308
422206648,5,312
100750038,4,4406
100230056,5,815
422211446,1,209
200400003,1,2438
422214321,3,218
237800005,5,1216
422209047,5,1808
422202253,5,2349
422208975,5,372
207500007,5,2602
205100146,3,139
422203146,5,2200
422216416,5,501
422210784,5,1462
422216594,5,740
207500001,5,2585
249500027,5,1973
205100136,5,83
249500013,5,1185
422205163,5,2466
251900019,5,2621
205100146,5,117
200400004,5,767
422211447,5,276
100220009,4,1733
205100146,5,341
205100137,5,121
422205162,5,2375
422211447,5,131
422219400,5,3840
204100019,5,703
422206537,5,2540
422210784,5,1439
204900004,5,1498
422205162,5,2458
245500009,3,2264
308500004,5,1026
308500018,5,2413
422206537,5,2321
200400003,5,779
422209636,5,1517
318900019,5,306
422203976,5,765
422216990,3,504
308500009,5,2446
308500004,5,2193
422204027,5,168
100190059,5,1445
422203145,5,1991
345800002,5,1339
100240016,5,1773
422217971,5,2935
422205164,5,699
422214147,5,1960
422205163,5,696
422203146,5,2205
318900011,4,105
422203776,2,3697
422206648,5,129
249500007,4,224
245500010,5,2269
100230064,5,668
422211549,3,2049
422209705,5,2929
422203282,5,242
422205163,4,2407
422209443,1,121
100220010,5,3669
100220009,5,634
422219399,5,4231
422207413,5,2059
422211878,4,1306
308500018,5,2326
422201119,5,2913
422207736,4,1587
100230056,5,655
204100019,5,2333
422218132,4,1810
200400003,5,769
422218746,5,2221
249500027,5,2064
205100146,5,249
422206648,5,355
207500001,5,2583
422206103,5,3276
422209605,3,46
422203609,5,2133
100230059,4,784
422206644,5,1078
308500009,5,1022
422211447,5,109
100230059,5,698
422202253,5,693
205100137,5,109
422207423,5,1139
422208981,5,3624
386000015,5,3508
422205806,5,138
422209705,5,2930
100160021,2,3934
200400004,5,787
422206035,5,1519
100230056,5,772
204100054,5,2555
422202253,5,2460
206400009,3,2244
422209635,5,760
205100146,5,189
422205346,5,3598
422214146,4,1524
422205346,5,3601
422208807,5,324
207500007,5,2595
422216416,5,526
422208976,5,409
422214340,5,4070
422200182,5,3508
308500015,5,2400
200400004,5,646
422215804,4,1081
205100146,5,346
224100009,5,1864
422205164,5,2330
422218633,4,51
422206648,3,113
422207413,5,1985
100240016,5,618
200400003,5,765
422205160,5,2322
422214321,4,220
100230059,5,648
206400009,5,2242
318900019,5,1668
422214146,5,849
249500019,4,1524
422211447,5,162
253900004,3,270
308500013,5,2450
422202253,3,2401
200900037,4,51
308500037,5,2388
422216594,5,697
223600036,5,3686
204100018,5,1780
100250033,5,16
422206035,5,1522
422207148,5,2925
422211276,5,452
100240016,3,2372
253900002,5,1320
205100137,5,184
308500009,5,2289
207500008,5,1364
422200236,5,1043
422209045,5,4298
308500037,5,2373
100230057,5,36
249500027,4,2078
205100146,5,350
308500015,5,2389
422204259,4,180
422211878,5,259
308500013,5,2318
422204259,5,365
422208975,5,374
422205164,5,2316
422207826,5,1387
308500009,5,700
422208157,4,2274
204900159,5,1434
422212097,5,3320
200500293,5,2945
422208913,5,168
100230056,5,763
422216594,5,710
100230064,4,738
225200015,5,1079
399200001,5,2715
100160021,5,259
422208973,5,390
422216098,5,2284
308500013,5,1027
422201120,5,3965
355500010,5,162
205100146,5,110
308500013,5,2445
308500037,5,734
365000014,5,271
249500027,5,2000
100250032,5,2189
422211997,4,2479
422205163,5,2382
422209634,5,1517
422205164,5,2461
318900011,5,1
422204231,5,1907
365000013,5,812
223600009,2,115
422212097,5,1854
422209718,5,2927
100240016,3,1800
249500014,3,1074
422208974,4,416
422211195,5,1415
204900004,3,1460
422218101,5,2931
422203506,3,220
100230057,5,676
422206537,5,2355
422205164,5,2338
249500013,2,1266
422211276,5,204
422205163,4,2414
422207414,5,256
422221911,5,3840
308500015,5,2369
100240016,5,734
308500004,5,1035
205100146,5,245
422217029,5,790
422210400,1,847
308500004,5,2451
100230059,5,714
422203807,4,2661
422205163,5,701
318900012,5,75
422203145,5,2066
422211446,3,344
422203173,5,1956
204100054,5,710
224100009,5,348
422208807,5,264
422205163,5,2435
308500009,5,2435
422205160,5,48
422205164,5,2313
205100136,4,187
318900019,4,1587
422207413,5,1976
422204884,5,1095
422200632,5,1406
422210784,5,477
249500013,5,1201
422220606,5,1088
100230059,5,736
422202253,5,2432
200400004,5,692
422204947,5,1788
100190059,1,1464
205100137,5,231
100150065,5,3014
422215804,5,1215
422218099,5,135
200400003,5,672
422203776,2,2658
422206042,5,1737
422205162,5,704
327500002,4,220
422214044,5,2996
422205160,5,2315
422213992,5,1741
201600074,5,1207
422207794,5,2928
318900011,4,107
422207629,5,1566
422205164,5,1377
318900005,4,121
249500027,5,2007
422209262,5,234
308500013,5,2322
422206537,5,2520
422205164,5,2094
100230064,5,681
308500018,5,2431
308500037,5,690
422214147,4,1624
207500001,5,1284
422211501,5,2088
249500027,5,1987
422205163,4,792
204900128,5,1445
422205163,5,2315
100190059,5,812
422207414,3,2064
308500018,1,828
204900159,5,1448
422205160,5,2334
422209605,5,354
100230059,5,651
204100019,5,2351
318900002,4,1686
256700012,5,3595
205100136,4,257
207500007,5,1114
422208807,4,244
204100054,5,519
331300023,5,1835
422205164,5,1036
422211446,4,247
422207812,5,2464
422211447,5,234
100220035,5,620
422211446,5,116
422207413,4,279
318900005,5,1668
422208974,5,395
308500018,5,697
100220009,5,3647
253900006,3,51
200400003,5,395
422205160,5,2327
308500015,2,1531
217300001,5,543
204900159,3,1480
422208974,5,386
422217480,5,2519
422207826,5,231
100220009,5,1713
422202253,5,689
308500015,4,561
422200002,5,3508
422221764,5,529
308500015,5,699
422206043,5,1075
422218631,5,1151
204100054,5,1027
365000011,5,266
422205160,5,2314
422205162,5,2356
422222786,5,820
100230069,5,2210
422207417,5,3835
204900010,5,1837
204900009,5,1292
422200305,5,468
422205163,5,494
422206149,5,1466
422207413,5,2006
308500018,5,1027
422222535,5,1067
422206537,5,2503
422205806,5,4203
422207866,3,1143
204900128,5,1484
204100003,5,1768
422202253,5,2431
100220010,5,1738
308900002,4,609
422204167,5,220
308500001,5,969
422208181,3,1613
422216416,5,486
308500004,5,2415
207500001,5,2578
248700027,5,2154
422211446,5,146
422208807,5,320
422209444,5,4214
204900005,2,1233
308500018,5,2437
422204259,5,204
365000015,5,2588
204900056,4,1483
200400004,5,706
223600026,4,1348
422205160,5,1036
357100011,5,3156
100220037,5,117
200400003,4,737
204100019,5,2346
253900003,5,1334
308500018,5,2395
422212100,5,600
204000059,4,2305
422205162,5,1024
223600048,5,3684
225200013,1,128
422204576,1,2760
422209795,5,470
100220010,5,3670
245500002,5,2263
422208807,5,363
422209443,5,4207
422204028,3,835
200400003,5,755
422208977,5,395
318900011,3,2482
422208972,5,409
308500004,5,2421
422216594,5,749
205100137,5,144
422211195,5,1406
422206035,5,1516
422214148,5,894
422204259,2,3933
422204904,3,1091
249500004,5,2084
100190059,5,107
422200305,5,1370
422203809,5,2696
243300007,2,2657
100150065,5,3012
308500009,5,691
422206648,5,342
422211446,4,121
422216594,5,677
422209444,5,1621
205100136,5,365
249500019,5,2007
249500013,5,101
249500019,5,2063
204900128,5,1493
211300002,5,1469
357100011,4,812
422205160,5,698
422220606,5,1055
422211446,3,212
422215804,5,1161
365000011,2,3166
205100146,5,278
245500001,5,777
205100137,4,253
422204259,5,355
422216594,5,651
422214148,2,2100
211300002,5,1147
422214321,3,101
308500004,5,2400
422205162,5,689
100230064,5,649
422211447,5,195
422211446,5,223
422211878,5,1321
205100146,5,176
422211447,5,143
422205160,5,679
100230056,5,807
422203510,5,3146
308500004,5,689
100230056,5,680
204100018,3,1610
422208973,5,24
200400004,5,770
308500018,4,792
422206100,5,2938
249500027,5,2037
422206042,5,3662
207500001,5,78
365000015,5,4035
422210784,5,1435
422220606,5,1054
211300002,5,1548
422204028,4,844
422207413,5,2034
422209718,2,4235
248700032,2,3020
204900013,5,541
422217292,5,1173
100150066,5,3013
249500019,5,2009
204100019,5,705
249500004,5,1244
422218631,4,1150
308500015,5,2085
204100054,5,2391
422205164,5,2422
100230056,5,734
422206100,3,2768
308500015,5,2408
422207793,5,2929
422206648,1,1120
422216416,5,529
422211446,5,215
422210980,5,529
422220469,5,1385
205100146,5,277
100220009,5,1809
200400004,5,694
422222535,3,1228
422205181,5,3814
422203145,5,2068
100230026,5,4286
293500043,5,1424
204100019,5,2542
308500013,5,2193
422208807,5,301
249500007,5,123
308500037,5,2350
204900013,5,508
422214146,4,152
205100146,5,242
422204259,5,256
308500018,5,2329
204100019,5,2498
422200342,5,796
